Quote|Character|Nation|Bending|Episode|Book
What would Azula do? Listen, Avatar, I can join your group, or I can do something unspeakably horrible to you and your friends.|Zuko|Fire|Fire|The Western Air Temple|Fire
Right. Well, uhhh ... anyway ... what I wanted to tell you about is that I've changed, and I, uhhh, I'm good now, and well I think I should join your group, oh, and I can teach firebending to you.|Zuko|Fire|Fire|The Western Air Temple|Fire
I've done some good things! I mean, I could have stolen your bison in Ba Sing Se, but I set him free. That's something!|Zuko|Fire|Fire|The Western Air Temple|Fire
If you won't accept me as a friend, then maybe you'll take me as a prisoner.|Zuko|Fire|Fire|The Western Air Temple|Fire
And you made us suck on frozen frogs? How could I forget? I had a wart on the flap that hangs down from the back of my throat for a month!|Sokka|Water|None|The Western Air Temple|Fire
Oh, hooray! In a lifetime of evil, at least he didn't add animal cruelty to the list.|Sokka|Water|None|The Western Air Temple|Fire
You're right, Toph! Let's go find him and give him a medal. The 'not as much of a jerk as you could have been' award!|Katara|Water|Water|The Western Air Temple|Fire
Ergh! I'm beginning to wonder who's really the blind one around here!|Toph|Earth|Earth|The Western Air Temple|Fire
Uggh! Why am I so bad at being good?|Zuko|Fire|Fire|The Western Air Temple|Fire
See? You trusted Zuko, and you got burned. Literally!|Sokka|Water|None|The Western Air Temple|Fire
Yeah, get him to come back and say he'll be our prisoner, then we'll jump him and really make him our prisoner. He'll never suspect it!|Sokka|Water|None|The Western Air Temple|Fire
Not being able to see with your feet stinks.|Toph|Earth|Earth|The Western Air Temple|Fire
I've been through a lot in the last few years, and it's been hard. But I'm realizing that I had to go through all those things to learn the truth. I thought I had lost my honor, and that somehow my father could return it to me. But I know now that no one can give you your honor. It's something you earn for yourself, by choosing to do what's right. All I want to do now is play my part in ending this war, and I know my destiny is to help you restore balance to the world.|Zuko|Fire|Fire|The Western Air Temple|Fire
Fire can be dangerous and wild, so as a firebender, I need to be more careful and control my bending, so I don't hurt people unintentionally.|Zuko|Fire|Fire|The Western Air Temple|Fire
I think you are supposed to be my firebending teacher. When I first tried to learn firebending, I burned Katara, and after that, I never wanted to firebend again. But now I know you understand how easy it is to hurt the people you love. I'd like you to teach me.|Aang|Air|All|The Western Air Temple|Fire
So, here you go, home sweet home, I guess, you know, for now. Unpack? Lunch, soon? Uhhh ... welcome aboard?|Sokka|Water|None|The Western Air Temple|Fire
You know Prince Zuko, destiny is a funny thing. You never know how things are going to work out. But if you keep an open mind, and an open heart, I promise you will find your own destiny someday.|Iroh|Fire|Fire|The Western Air Temple|Fire
So let me tell you something, right now. You make one step backward, one slip-up, give me one reason to think you might hurt Aang, and you won't have to worry about your destiny anymore. Because I'll make sure your destiny ends ... right then and there. Permanently.|Katara|Water|Water|The Western Air Temple|Fire
Sokka, sneak attacks don't work if you yell it out loud.|Aang|Air|All|The Runaway|Fire
I'll give you a mud pie!|Katara|Water|Water|The Runaway|Fire
I gotta say, I like the idea of not talking to you.|Toph|Earth|Earth|The Runaway|Fire
Hey! I only cheated because he was cheating! I cheated a cheater. What's wrong with that?|Toph|Earth|Earth|The Runaway|Fire
Could you for once stop being such a sourpuss and just lighten up?|Toph|Earth|Earth|The Runaway|Fire
Speaking of that 'third-eyed freak', I think I've come up with a name for him. What do you think of 'Sparky-Sparky-Boom Man'?|Sokka|Water|None|The Runaway|Fire
Hawky, welcome to Team Avatar. My name's Sokka, and I'm your new owner, and as such I should warn you that there's already a lemur in our group, so I don't wanna see any fighting.|Sokka|Water|None|The Runaway|Fire
Hawky! Make nice! Bad Hawky!|Sokka|Water|None|The Runaway|Fire
I know this is from you, Sokka! Toph can't write!|Katara|Water|Water|The Runaway|Fire
I can't believe we forgot Toph can't write.|Aang|Air|All|The Runaway|Fire
When our mom died, that was the hardest time in my life. Our family was a mess, but Katara? She had so much strength. She stepped up and took on so much responsibility. She helped fill the void that was left by our mom.|Sokka|Water|None|The Runaway|Fire
I'm gonna tell you something crazy. I never told anyone this before, but honestly? I'm not sure I can remember what my mother looked like. It really seems like my whole life, Katara's been the one looking out for me. She's always been the one that's there. And now, when I try to remember my mom, Katara's is the only face I can picture.|Sokka|Water|None|The Runaway|Fire
The truth is sometimes Katara does act motherly, but that's not always a bad thing. She's compassionate and kind, and she actually cares about me. You know, the real me. That's more than my own mom. Don't ever tell her I said any of this!|Toph|Earth|Earth|The Runaway|Fire
Actually I wasn't going to apologize. I was gonna say ... I wanna pull a scam with you.|Katara|Water|Water|The Runaway|Fire
Katara, you are fun. If nothing else, you're at least fun to argue with.|Toph|Earth|Earth|The Runaway|Fire
Katara! You're a genius! A sweaty, stinky genius!|Toph|Earth|Earth|The Runaway|Fire
This guy is too good! He shoots fire from his brain!|Sokka|Water|None|The Runaway|Fire
Hey, I got it! The perfect name for that guy: 'Combustion Man!'|Sokka|Water|None|The Runaway|Fire
Top of the morning, Momo!|Aang|Air|All|The Day of Black Sun, Part 1: The Invasion|Fire
You know what I just heard? Blah, blah, spiritual mumbo jumbo blah, blah, something about space.|Toph|Earth|Earth|The Day of Black Sun, Part 1: The Invasion|Fire
Is it just me, or are those fellas a little loose in the leaf-hat?|Hakoda|Water|None|The Day of Black Sun, Part 1: The Invasion|Fire
Pants are an illusion, and so is death.|Huu|Water|Water|The Day of Black Sun, Part 1: The Invasion|Fire
Negatory. The Boulder and The Hippo no longer fight for others' entertainment. Now, we fight for our kingdom!|The Boulder|Earth|Earth|The Day of Black Sun, Part 1: The Invasion|Fire
Yes, but unfortunately the incendiary capabilities of peanut sauce prove to be a failure.|Mechanist|Earth|None|The Day of Black Sun, Part 1: The Invasion|Fire
Sokka, that speech wasn't your moment of truth. That was just public speaking, and nobody's really good at that.|Aang|Air|All|The Day of Black Sun, Part 1: The Invasion|Fire
Because I already failed the world once at Ba Sing Se. I won't let myself fail again.|Aang|Air|All|The Day of Black Sun, Part 1: The Invasion|Fire
Yeah, congratulations, Sokka. You managed to invent a worse way of travel than flying.|Toph|Earth|Earth|The Day of Black Sun, Part 1: The Invasion|Fire
I hope you kick some serious Fire Lord butt, Twinkle Toes.|Toph|Earth|Earth|The Day of Black Sun, Part 1: The Invasion|Fire
We've been through so many things together, and I've seen you grow up so much. You're not that little goofy kid I found in the iceberg anymore. I guess what I'm trying to say is, I'm really proud of you.|Katara|Water|Water|The Day of Black Sun, Part 1: The Invasion|Fire
Where in tarnation is Huu?|Tho|Water|Water|The Day of Black Sun, Part 1: The Invasion|Fire
No offense Sokka, but you're not exactly Mr. Healing Hands.|Katara|Water|Water|The Day of Black Sun, Part 1: The Invasion|Fire
I still think you're crazy, but I'm proud of you too.|Katara|Water|Water|The Day of Black Sun, Part 1: The Invasion|Fire
It's going to be great to hang out on the beach and do nothing.|Ty Lee|Fire|None|The Beach|Fire
It smells like old lady in here.|Zuko|Fire|Fire|The Beach|Fire
Aang, I know swimming is fun and all, but do you really think you should be exposing yourself like that?|Toph|Earth|Earth|The Beach|Fire
See that girl with the silly pigtails? When she runs toward the ball, there's just the slightest hesitation of her left foot. I'm willing to bet a childhood injury has weakened her. Keep serving the ball to her left, and we'll destroy her and the rest of her team.|Azula|Fire|Fire|The Beach|Fire
Yes! We defeated you for all time! You will never rise from the ashes of your shame and humiliation!|Azula|Fire|Fire|The Beach|Fire
I'm so used to people worshiping us.|Azula|Fire|Fire|The Beach|Fire
That's a sharp outfit, Chan. Careful. You could puncture the hull of an empire-class Fire Nation battleship, leaving thousands to drown at sea, because it's so sharp.|Azula|Fire|Fire|The Beach|Fire
Oh, I'm glad you're here. Those boys won't leave me alone. I guess they all just like me too much.|Ty Lee|Fire|None|The Beach|Fire
Those boys only like you because you make it so easy for them. You're not a challenge. You're a tease. It's not like they actually care who you are.|Azula|Fire|Fire|The Beach|Fire
What? You're jealous of me? But you're the most beautiful, smartest, perfect girl in the world.|Ty Lee|Fire|None|The Beach|Fire
Together, you and I will be the strongest couple in the entire world! We will dominate the Earth!|Azula|Fire|Fire|The Beach|Fire
Your temper is out of control. You blow up over every little thing. You're so impatient and hotheaded and angry!|Mai|Fire|None|The Beach|Fire
This is crazy! How can we beat a guy who blows things up with his mind?|Sokka|Water|None|The Beach|Fire
I joined the circus because I was scared of spending the rest of my life as part of a matched set. At least I'm different now. 'Circus freak' is a compliment.|Ty Lee|Fire|None|The Beach|Fire
What do you want from me? You want a teary confession about how hard my childhood was? Well, it wasn't. I was a rich only child who got anything I wanted ... as long as I behaved and sat still, and didn't speak unless spoken to.|Mai|Fire|None|The Beach|Fire
Calm down, you guys. This much negative energy is bad for your skin. You'll totally break out.|Ty Lee|Fire|None|The Beach|Fire
Bad skin? Normal teenagers worry about bad skin. I don't have that luxury. My father decided to teach me a permanent lesson on my face!|Zuko|Fire|Fire|The Beach|Fire
For so long I thought that if my dad accepted me, I'd be happy. I'm back home now, my dad talks to me. Ha! He even thinks I'm a hero. Everything should be perfect, right? I should be happy now, but I'm not. I'm angrier than ever and I don't know why!|Zuko|Fire|Fire|The Beach|Fire
Well, yes, I guess you're right. I don't have sob stories like all of you. I could sit here and complain how our mom liked Zuko more than me, but I don't really care. My own mother thought I was a monster. She was right, of course, but it still hurt.|Azula|Fire|Fire|The Beach|Fire
You know Sokka, you should be more careful with that guard outfit on. I almost punched you in the gut.|Hakoda|Water|None|The Boiling Rock, Part 2|Fire
I was just telling this dirty lowlife what I think of him!|Sokka|Water|None|The Boiling Rock, Part 2|Fire
Could I just get ten more seconds to rough him up a bit?|Sokka|Water|None|The Boiling Rock, Part 2|Fire
All I get is a letter? You could have least looked me in the eye when you ripped out my heart.|Mai|Fire|None|The Boiling Rock, Part 2|Fire
Because I'm a people person.|Azula|Fire|Fire|The Boiling Rock, Part 2|Fire
I don't need any protection.|Mai|Fire|None|The Boiling Rock, Part 2|Fire
Sorry, warden. You're my prisoner now.|Suki|Earth|None|The Boiling Rock, Part 2|Fire
Saving the jerk who dumped me.|Mai|Fire|None|The Boiling Rock, Part 2|Fire
I guess you just don't know people as well as you think you do. You miscalculated. I love Zuko more than I fear you.|Mai|Fire|None|The Boiling Rock, Part 2|Fire
No, you miscalculated! You should have feared me more!|Azula|Fire|Fire|The Boiling Rock, Part 2|Fire
I did. The best meat of all. The meat of friendship and fatherhood.|Sokka|Water|None|The Boiling Rock, Part 2|Fire
Seriously? You guys didn't find any meat?|Toph|Earth|Earth|The Boiling Rock, Part 2|Fire
You saved your uncle's sweaty sandal? Ugh!|Sokka|Water|None|Sozin's Comet, Part 2: The Old Masters|Fire
Everyone expects me to take the Fire Lord's life, but I just don't know if I can do that.|Aang|Air|All|Sozin's Comet, Part 2: The Old Masters|Fire
In my life, I tried to be disciplined and show restraint, but it backfired when Fire Lord Sozin took advantage of my restraint and mercy. If I had been more decisive and acted sooner, I could have stopped Sozin and stopped the war before it started. I offer you this wisdom, Aang: You must be decisive.|Roku|Fire|All|Sozin's Comet, Part 2: The Old Masters|Fire
How about Grand-Pakku?|Sokka|Water|None|Sozin's Comet, Part 2: The Old Masters|Fire
All old people know each other. Don't you know that?|Bumi|Earth|Earth|Sozin's Comet, Part 2: The Old Masters|Fire
We're all part of the same ancient secret society. A group that transcends the divisions of the four nations.|Piandao|Fire|None|Sozin's Comet, Part 2: The Old Masters|Fire
Personally, I don't really see the difference, but I assure you, I would have done whatever it took to stop Chin. I offer you this wisdom, Aang: Only justice will bring peace.|Kyoshi|Earth|All|Sozin's Comet, Part 2: The Old Masters|Fire
I knew I shouldn't have asked Kyoshi.|Aang|Air|All|Sozin's Comet, Part 2: The Old Masters|Fire
Aang, you must actively shape your own destiny and the destiny of the world.|Kuruk|Water|All|Sozin's Comet, Part 2: The Old Masters|Fire
Well, here we are. Welcome to Old People Camp.|Bumi|Earth|Earth|Sozin's Comet, Part 2: The Old Masters|Fire
No, I'm not okay. My uncle hates me, I know it. He loved and supported me in every way he could, and I still turned against him. How can I even face him?|Zuko|Fire|Fire|Sozin's Comet, Part 2: The Old Masters|Fire
Avatar Aang, I know that you're a gentle spirit, and the monks have taught you well, but this isn't about you. This is about the world.|Yangchen|Air|All|Sozin's Comet, Part 2: The Old Masters|Fire
Many great and wise Air Nomads have detached themselves and achieved spiritual enlightenment, but the Avatar can never do it. Because your sole duty is to the world. Here is my wisdom for you: Selfless duty calls you to sacrifice your own spiritual needs, and do whatever it takes to protect the world.|Yangchen|Air|All|Sozin's Comet, Part 2: The Old Masters|Fire
I guess I don't have a choice, Momo. I have to kill the Fire Lord.|Aang|Air|All|Sozin's Comet, Part 2: The Old Masters|Fire
I was never angry with you. I was sad because I was afraid you had lost your way.|Iroh|Fire|Fire|Sozin's Comet, Part 2: The Old Masters|Fire
Uncle, you're the only person other than the Avatar who can possibly defeat the Father Lord.|Zuko|Fire|Fire|Sozin's Comet, Part 2: The Old Masters|Fire
Even if I did defeat Ozai, and I don't know that I could, it would be the wrong way to end the war. History would see it as just more senseless violence, a brother killing a brother to grab power. The only way for this war to end peacefully is for the Avatar to defeat the Fire Lord.|Iroh|Fire|Fire|Sozin's Comet, Part 2: The Old Masters|Fire
You've struggled; you've suffered, but you have always followed your own path. You restored your own honor, and only you can restore the honor of the Fire Nation.|Iroh|Fire|Fire|Sozin's Comet, Part 2: The Old Masters|Fire
Sozin's Comet is arriving, and our destinies are upon us. Aang will face the Fire Lord. When I was a boy, I had a vision that I would one day take Ba Sing Se. Only now do I see that my destiny is to take it back from the Fire Nation, so the Earth Kingdom can be free again.|Iroh|Fire|Fire|Sozin's Comet, Part 2: The Old Masters|Fire
Nothing runs faster over land or swims quicker than a giant eel hound.|Piandao|Fire|None|Sozin's Comet, Part 2: The Old Masters|Fire
After I re-conquer Ba Sing Se, I'm going to re-conquer my tea shop, and I'm going to play Pai Sho every day.|Iroh|Fire|Fire|Sozin's Comet, Part 2: The Old Masters|Fire
Goodbye, everyone. Today, destiny is our friend. I know it.|Iroh|Fire|Fire|Sozin's Comet, Part 2: The Old Masters|Fire
The true mind can weather all the lies and illusions without being lost. The true heart can tough the poison of hatred without being harmed. Since beginningless time, darkness thrives in the void but always yields to purifying light.|Lion Turtle|None|None|Sozin's Comet, Part 2: The Old Masters|Fire
It's time for this world to end in fire, and for a new world to be born from the ashes.|Ozai|Fire|Fire|Sozin's Comet, Part 2: The Old Masters|Fire
Well that explains why I can't catch a fish around here, because normally my fishing skills are off the hook! Get it? Like a fishing hook?|Sokka|Water|None|The Painted Lady|Fire
Hmmm ... It's doable. But that means only two potty breaks today.|Sokka|Water|None|The Painted Lady|Fire
Now you look just like a little hill with horns! Bye, buddy!|Aang|Air|All|The Painted Lady|Fire
These people are starving! But you'd turn your back on them? How can you be so cold and heartless?|Katara|Water|Water|The Painted Lady|Fire
Finagle away, oh schedule master.|Toph|Earth|Earth|The Painted Lady|Fire
I got it, how's this from now on, we'll take food breaks and potty breaks at the same time.|Sokka|Water|None|The Painted Lady|Fire
And I'm concerned because my big, furry friend doesn't feel well.|Sokka|Water|None|The Painted Lady|Fire
I know Hei Bai! We're close personal friends!|Aang|Air|All|The Painted Lady|Fire
You know, you're really pretty, for a spirit. I don't meet too many spirits, but the ones I do meet, not very attractive.|Aang|Air|All|The Painted Lady|Fire
You wanna destroy this factory?|Aang|Air|All|The Painted Lady|Fire
I was joking! I also said to use spirit magic and made funny noises!|Sokka|Water|None|The Painted Lady|Fire
No, I will never, ever turn my back on people who need me!|Katara|Water|Water|The Painted Lady|Fire
You can't wait around for someone to help you. You have to help yourself.|Katara|Water|Water|The Painted Lady|Fire
Have I ever mentioned how sweet it is that you invented metalbending?|Sokka|Water|None|Sozin's Comet, Part 4: Avatar Aang|Fire
I don't think boomerang's coming back, Toph. It looks like this is the end.|Sokka|Water|None|Sozin's Comet, Part 4: Avatar Aang|Fire
I'd really rather our family physician look after Little Zuzu if you don't mind. Zuzu, you don't look so good!|Azula|Fire|Fire|Sozin's Comet, Part 4: Avatar Aang|Fire
Fire Lord Ozai, you and your forefathers have devastated the balance of this world, and now you shall pay the ultimate price!|Aang|Air|All|Sozin's Comet, Part 4: Avatar Aang|Fire
To bend another's energy, your own spirit must be unbendable or you will be corrupted and destroyed.|Lion Turtle|None|None|Sozin's Comet, Part 4: Avatar Aang|Fire
I took away your firebending. You can't use it to hurt or threaten anyone else ever again.|Aang|Air|All|Sozin's Comet, Part 4: Avatar Aang|Fire
Well, look at you, buster. Now that your firebending's gone I guess we should call you the Loser Lord.|Sokka|Water|None|Sozin's Comet, Part 4: Avatar Aang|Fire
Oh, sorry. Didn't mean to offend you, Phoenix King of Getting His Butt Whooped.|Toph|Earth|Earth|Sozin's Comet, Part 4: Avatar Aang|Fire
Yeah! Or how about King of the ... Guys Who ... Don't Win?|Suki|Earth|None|Sozin's Comet, Part 4: Avatar Aang|Fire
My uncle pulled some strings. And it doesn't hurt when the new Fire Lord is your boyfriend.|Mai|Fire|None|Sozin's Comet, Part 4: Avatar Aang|Fire
I think it means I actually kind of like you. But don't ever break up with me again!|Mai|Fire|None|Sozin's Comet, Part 4: Avatar Aang|Fire
Yeah, the girls and I really bonded in prison. And after a few chi-blocking lessons, they said I could join their group. We're going to be best friends forever.|Ty Lee|Fire|None|Sozin's Comet, Part 4: Avatar Aang|Fire
I can't believe a year ago I was still frozen in a block of ice. The world's so different now.|Aang|Air|All|Sozin's Comet, Part 4: Avatar Aang|Fire
And it's gonna be even more different... when we build it together.|Zuko|Fire|Fire|Sozin's Comet, Part 4: Avatar Aang|Fire
I promised my uncle that I would restore the honor of the Fire Nation. And I will. The road ahead of us is challenging. A hundred years of fighting has left the world scarred and divided. But with the Avatar's help, we can get it back on the right path and begin a new era of love and peace.|Zuko|Fire|Fire|Sozin's Comet, Part 4: Avatar Aang|Fire
Banishing me was the best thing you could have done for my life. It put me on the right path. Perhaps your time in here could do the same for you.|Zuko|Fire|Fire|Sozin's Comet, Part 4: Avatar Aang|Fire
Zuko, stop moving! I'm trying to capture the moment. I wanted to do a painting, so we always remember the good times together.|Sokka|Water|None|Sozin's Comet, Part 4: Avatar Aang|Fire
That's very thoughtful of you, Sokka. Wait, why did you give me Momo's ears?|Katara|Water|Water|Sozin's Comet, Part 4: Avatar Aang|Fire
Hey, my belly's not that big anymore. I've really trimmed down.|Iroh|Fire|Fire|Sozin's Comet, Part 4: Avatar Aang|Fire
Now let me hear you roar like a tigerdillo! That sounded pathetic! I said roar!|Zuko|Fire|Fire|Sozin's Comet, Part 1: The Phoenix King|Fire
Suki, we'll all understand if you break up with him over this.|Toph|Earth|Earth|Sozin's Comet, Part 1: The Phoenix King|Fire
Get a grip before I blast you off this roof!|Aang|Air|All|Sozin's Comet, Part 1: The Phoenix King|Fire
Honestly, if Aang tries to fight the Fire Lord now, he's going to lose. No offense.|Sokka|Water|None|Sozin's Comet, Part 1: The Phoenix King|Fire
The people of the Earth Kingdom are proud and strong. They can endure anything, as long as they have hope.|Zuko|Fire|Fire|Sozin's Comet, Part 1: The Phoenix King|Fire
When the comet last came, my grandfather, Fire Lord Sozin, used it to wipe out the Air Nomads. Now, I will use its power to end the Earth Kingdom ... permanently.|Ozai|Fire|Fire|Sozin's Comet, Part 1: The Phoenix King|Fire
From our airships, we will rain fire over their lands, a fire that will destroy everything; and out of the ashes, a new world will be born, a world in which all the lands are Fire Nation and I am the supreme ruler of everything!|Ozai|Fire|Fire|Sozin's Comet, Part 1: The Phoenix King|Fire
My whole life, I struggled to gain my father's love and acceptance, but once I had it, I realized I'd lost myself getting there. I'd forgotten who I was.|Zuko|Fire|Fire|Sozin's Comet, Part 1: The Phoenix King|Fire
I know you're scared, and I know you're not ready to save the world, but if you don't defeat the Fire Lord before the comet comes, there won't be a world to save anymore.|Zuko|Fire|Fire|Sozin's Comet, Part 1: The Phoenix King|Fire
Get over here, Zuko. Being part of the group also means being part of group hugs.|Katara|Water|Water|Sozin's Comet, Part 1: The Phoenix King|Fire
You'll have to take the Fire Lord's life before he takes yours.|Zuko|Fire|Fire|Sozin's Comet, Part 1: The Phoenix King|Fire
In order to take out the Fire Lord - or in this case, the Melon Lord - our timing has to be perfect.|Sokka|Water|None|Sozin's Comet, Part 1: The Phoenix King|Fire
So I get to chuck flaming rocks at all of you?|Toph|Earth|Earth|Sozin's Comet, Part 1: The Phoenix King|Fire
I am not Toph. I am Melon Lord! Mwah-ha-ha-ha-ha-ha!|Toph|Earth|Earth|Sozin's Comet, Part 1: The Phoenix King|Fire
Well, that sweet little kid grew up to be a monster, and the worst father in the history of fathers.|Zuko|Fire|Fire|Sozin's Comet, Part 1: The Phoenix King|Fire
No, I agree with you. Fire Lord Ozai is a horrible person, and the world would probably be better off without him, but there's got to be another way.|Aang|Air|All|Sozin's Comet, Part 1: The Phoenix King|Fire
Yeah, then you can show him his baby pictures, and all those happy memories will make him good again.|Zuko|Fire|Fire|Sozin's Comet, Part 1: The Phoenix King|Fire
I'm going with Zuko! What?! Everyone else went on a life-changing field trip with Zuko. Now it's my turn.|Toph|Earth|Earth|Sozin's Comet, Part 1: The Phoenix King|Fire
Sokka, Appa didn't eat Momo. He's probably with Aang.|Katara|Water|Water|Sozin's Comet, Part 1: The Phoenix King|Fire
Get out of the bison's mouth, Sokka.|Zuko|Fire|Fire|Sozin's Comet, Part 1: The Phoenix King|Fire
You ... you can't treat me like this! You can't treat me like Zuko!|Azula|Fire|Fire|Sozin's Comet, Part 1: The Phoenix King|Fire
Fire Lord Azula? It does seem appropriate, but what about you?|Azula|Fire|Fire|Sozin's Comet, Part 1: The Phoenix King|Fire
Fire Lord Ozai is no more. Just as the world will be reborn in fire, I shall be reborn as the supreme ruler of the world. From this moment on, I will be known as ... the Phoenix King.|Ozai|Fire|Fire|Sozin's Comet, Part 1: The Phoenix King|Fire
Water Tribe slumber parties must stink.|Toph|Earth|Earth|The Puppetmaster|Fire
Wait! Guys, did you hear that? I hear people under the mountain. And they're screaming.|Toph|Earth|Earth|The Puppetmaster|Fire
You would have me use my feminine charms to take advantage of that poor man?|Hama|Water|Water|The Puppetmaster|Fire
And then you can sew up this little mystery lickety-split, Avatar style!|Sokka|Water|None|The Puppetmaster|Fire
I never thought I'd meet another Southern waterbender. I'd like to teach you what I know so you can carry on the Southern tradition when I'm gone.|Hama|Water|Water|The Puppetmaster|Fire
I've even used my own sweat for waterbending.|Katara|Water|Water|The Puppetmaster|Fire
That's very resourceful, Katara. You're thinking like a true master. But did you know you could even pull water out of thin air?|Hama|Water|Water|The Puppetmaster|Fire
The Moon Spirit is a gentle, loving lady. She rules the sky with compassion and ... lunar goodness!|Sokka|Water|None|The Puppetmaster|Fire
They're just flowers. When you're a waterbender in a strange land, you do what you must to survive. Tonight I'll teach you the ultimate technique of waterbending. It can only be done during the full moon, when your bending is at its peak.|Hama|Water|Water|The Puppetmaster|Fire
Bloodbending. Controlling the water in another body, enforcing your own will over theirs.|Hama|Water|Water|The Puppetmaster|Fire
The choice is not yours. The power exists. And it's your duty to use the gifts you've been given to win this war. Katara, they tried to wipe us out, our entire culture, your mother!|Hama|Water|Water|The Puppetmaster|Fire
We have to fight these people whenever we can, wherever they are, with any means necessary!|Hama|Water|Water|The Puppetmaster|Fire
My work is done. Congratulations, Katara. You're a bloodbender.|Hama|Water|Water|The Puppetmaster|Fire
I'm never happy.|Zuko|Fire|Fire|The Boiling Rock, Part 1|Fire
Look, I have to do this. The invasion plan was my idea, it was my decision to stay when things were going wrong. It's my mistake, and it's my job to fix it. I have to regain my honor.|Sokka|Water|None|The Boiling Rock, Part 1|Fire
You need to regain your honor? Believe me, I get it. I'm going with you.|Zuko|Fire|Fire|The Boiling Rock, Part 1|Fire
How are you going to get there? On Appa? Last time I checked, prisons don't have bison daycares.|Zuko|Fire|Fire|The Boiling Rock, Part 1|Fire
'Need meat. Gone fishing. Back in a few days. Sokka and Zuko.' One more thing. 'Aang, practice your firebending while I'm gone. Do twenty sets of fire fists and ten hot squats every time you hear a badgerfrog croak. Zuko.'|Katara|Water|Water|The Boiling Rock, Part 1|Fire
Nobody else has homework. One hot squat, two hot squat, three hot squat, four hot squat ...|Aang|Air|All|The Boiling Rock, Part 1|Fire
I think your uncle would be proud of you. Leaving your home to come help us? That's hard.|Sokka|Water|None|The Boiling Rock, Part 1|Fire
My first girlfriend turned into the moon.|Sokka|Water|None|The Boiling Rock, Part 1|Fire
That's rough, buddy.|Zuko|Fire|Fire|The Boiling Rock, Part 1|Fire
Prisoners! Am I right?|Sokka|Water|None|The Boiling Rock, Part 1|Fire
But what if there's an incident? If I'm not prepared, someone could strike me on the head.|Zuko|Fire|Fire|The Boiling Rock, Part 1|Fire
Ah, what would Uncle say? Sometimes, clouds have two sides, a dark and light, and a silver lining in between. It's like a silver sandwich! So ... when life seems hard ... take a bite out of the silver sandwich!|Zuko|Fire|Fire|The Boiling Rock, Part 1|Fire
That's the spirit! I can't believe that worked. I didn't even know what I was saying.|Zuko|Fire|Fire|The Boiling Rock, Part 1|Fire
I'm so glad to see you Sokka. I knew you'd come.|Suki|Earth|None|The Boiling Rock, Part 1|Fire
Yeah, the only thing we're hatching is ... an egg?|Sokka|Water|None|The Boiling Rock, Part 1|Fire
You have to try every time. You can't quit because you're afraid you might fail.|Zuko|Fire|Fire|The Boiling Rock, Part 1|Fire
Really? How do you plan on doing that when you're not even wearing pants?|Ozai|Fire|Fire|Nightmares and Daydreams|Fire
It was just a dream, Momo. I still have my pants.|Aang|Air|All|Nightmares and Daydreams|Fire
Your days of tyranny are over, Fire Lord. I'm bringing you down!|Aang|Air|All|Nightmares and Daydreams|Fire
So it seems, but are you prepared for your ... mathematics test?|Ozai|Fire|Fire|Nightmares and Daydreams|Fire
Math test? Oh no! I forgot all about the math test!|Aang|Air|All|Nightmares and Daydreams|Fire
But I forgot my pants and my math test.|Aang|Air|All|Nightmares and Daydreams|Fire
Wake up, Aang. Wake up, sleepy head! Rise and shine! You overslept. You missed the invasion.|Ozai|Fire|Fire|Nightmares and Daydreams|Fire
Sokka, you've gotta get up drill your rock-climbing exercises.|Aang|Air|All|Nightmares and Daydreams|Fire
Stupid Avatar! Stupid cliff! Stupid dream! I can climb fast!|Sokka|Water|None|Nightmares and Daydreams|Fire
In my dream, we were right in the middle of the invasion, and you had to stop to use the bathroom! We died because of your tiny bladder.|Aang|Air|All|Nightmares and Daydreams|Fire
It's like every time I think about how stressed I am, I just end up more stressed. I'm like a big growing snowball of nerves.|Aang|Air|All|Nightmares and Daydreams|Fire
Want to try screaming into this pillow?|Sokka|Water|None|Nightmares and Daydreams|Fire
You know what will make you feel better? Ordering some servants around. I might be hungry for a whole tray of fruit tarts. And maybe a little palanquin ride around town. Double time.|Mai|Fire|None|Nightmares and Daydreams|Fire
I see everything so clearly now. What really matters. Why I'm really doing this. I'm doing it to save the world. But more than that. I'm doing it for the people I love. I'm doing it for you, Katara.|Aang|Air|All|Nightmares and Daydreams|Fire
I'm saying, I love you!|Aang|Air|All|Nightmares and Daydreams|Fire
Baby, you're my forever girl.|Aang|Air|All|Nightmares and Daydreams|Fire
Hey! I'm tryin' build Appa some armor here so he doesn't have to go into the invasion naked. He's your bison.|Sokka|Water|None|Nightmares and Daydreams|Fire
Boy, you are really starting to lose it, kid.|Momo|Air|None|Nightmares and Daydreams|Fire
No, but I said something. You, my friend, are just a few plums short of a fruit pie.|Momo|Air|None|Nightmares and Daydreams|Fire
No! I am sick of this guy always mouthing me and telling me what to do!|Appa|Air|Air|Nightmares and Daydreams|Fire
Chakras, chakras, everybody loves chakras. Chakras, chakras, chakras sandwich tastes good. Yum!|Guru Pathik|None|None|Nightmares and Daydreams|Fire
Oh, look. Another hallucination. An imaginary bed made out of clouds.|Aang|Air|All|Nightmares and Daydreams|Fire
No, Fire Lord Ozai. You're not wearing any pants.|Aang|Air|All|Nightmares and Daydreams|Fire
No! My royal parts are showing.|Aang|Air|All|Nightmares and Daydreams|Fire
